MSOA,LSOA,Consumption (kWh),Number of meters,Mean consumption (kWh per meter),Median consumption (kWh per meter)
E02001421,E01006831,6920450.54,684,10117.62,9621.45
E02001421,E01006833,9024728.7,875,10313.98,9282.08
E02001421,E01006835,9510012.73,651,14608.31,12333.99
E02001421,E01006876,8220910.87,718,11449.74,10881.49
E02001421,E01006878,6831887.37,664,10288.99,9838.88
E02001421,E01006879,7039119.49,637,11050.42,10533.79
E02001421,E01006904,8222900.1,679,12110.31,11187.07
E02001422,E01006816,6397368.27,692,9244.75,8989.72
E02001422,E01006817,5481537.71,626,8756.45,8593.54
E02001422,E01006875,5255564.15,525,10010.6,9802.15
E02001422,E01006899,8624784.52,830,10391.31,10240.45
E02001423,E01006826,6683762,664,10065.91,9842.8
E02001423,E01006827,9231193.93,617,14961.42,14151.81
E02001423,E01006828,16370035.26,900,18188.93,16798.73
E02001423,E01006829,9758079.33,654,14920.61,14366.31
E02001424,E01006830,6219851.13,623,9983.71,9775.71
E02001424,E01006903,7918171.4,815,9715.55,9126.35
E02001424,E01006905,5787031.34,627,9229.72,9066.6
E02001424,E01006906,8052029.38,723,11136.97,10389.81
E02001424,E01006907,7349466.21,721,10193.43,9859.94
E02001424,E01006912,7469793.34,746,10013.13,9118.51
E02001424,E01006913,5930478.94,541,10962.07,10784.52
E02001424,E01032904,9641725.76,689,13993.8,12783.55
E02001424,E01032905,9968422.14,733,13599.48,12727.72
E02001425,E01006844,8335258.57,907,9189.92,8510.28
E02001425,E01006846,7539410.38,641,11761.95,11439.76
E02001425,E01006847,7500613.12,807,9294.44,8783.55
E02001425,E01006848,7108030.36,639,11123.68,10835.46
E02001425,E01006896,7811729.68,668,11694.21,11513.71
E02001425,E01006897,8346400.59,621,13440.26,12286.97
E02001425,E01006901,6393385.9,544,11752.55,11492.16
E02001426,E01006890,7407244.86,638,11610.1,11188.54
E02001426,E01006892,7053893.24,586,12037.36,11617.04
E02001426,E01006893,8692028.4,660,13169.74,11815.38
E02001426,E01006894,7954378.06,607,13104.41,12769.83
E02001427,E01006898,9129701.27,736,12404.49,11614.1
E02001427,E01006900,14024117.53,1128,12432.73,11912.34
E02001427,E01006908,5914667.97,666,8880.88,8308.03
E02001427,E01006909,4803260.53,537,8944.62,8333.99
E02001427,E01006910,8264680.71,827,9993.57,9278.16
E02001427,E01006911,8106621.94,640,12666.6,12215.48
E02001428,E01006888,8204013.71,517,15868.5,14730.66
E02001428,E01006889,8026605.29,544,14754.79,14428.99
E02001428,E01006891,7665364.35,627,12225.46,11969.64
E02001428,E01006895,12102551.42,651,18590.71,17492.65
E02001429,E01006946,8572001.96,754,11368.7,10588.64
E02001429,E01007028,7811627.82,631,12379.76,11866.8
E02001429,E01007029,8344763.96,629,13266.72,12617.04
E02001429,E01007030,7589125.37,678,11193.4,11117.04
E02001429,E01007036,6381734.57,526,12132.58,11825.17
E02001430,E01006947,9811699.31,630,15574.13,15058.28
E02001430,E01007031,8583287.95,600,14305.48,14007.35
E02001430,E01007032,9337256.61,543,17195.68,16374.14
E02001430,E01007033,8197488.74,624,13137,13438.79
E02001430,E01007035,11521919.69,670,17196.9,15959.35
E02001431,E01006944,7461314.4,662,11270.87,8369.25
E02001431,E01006948,6583648.38,636,10351.65,9270.81
E02001431,E01006949,10276507.35,544,18890.64,15918.22
E02001431,E01006951,10094190.99,707,14277.5,10705.19
E02001431,E01007034,9631852.11,541,17803.79,16179.24
E02001432,E01006945,9373685.6,726,12911.41,9263.47
E02001432,E01006950,8469378.06,774,10942.35,7622.43
E02001432,E01006968,10600289.91,951,11146.47,7103.82
E02001432,E01006969,7717666.01,613,12589.99,10863.86
E02001432,E01033094,5733973.56,524,10942.7,7302.64
E02001432,E01033097,5381830.56,451,11933.11,8307.54
E02001433,E01007055,5675495.59,582,9751.71,9557.79
E02001433,E01007056,8379248.78,696,12039.15,11920.67
E02001433,E01007057,7446989.23,600,12411.65,12317.83
E02001433,E01007062,9446702.25,615,15360.49,14636.63
E02001433,E01007063,8829626.84,611,14451.11,13742.41
E02001434,E01007058,9680700.29,702,13790.17,12962.29
E02001434,E01007059,9381251.71,630,14890.88,14438.79
E02001434,E01007060,6828571.01,574,11896.47,10885.41
E02001434,E01007061,6970968.66,534,13054.25,12817.83
E02001434,E01007064,9233503.43,471,19604.04,19371.2
E02001435,E01006934,9959433.89,681,14624.72,13141.04
E02001435,E01006970,10073605.29,818,12314.92,9711.56
E02001435,E01006994,9187941.23,676,13591.63,12785.5
E02001435,E01006996,10226522.04,729,14028.15,11659.16
E02001435,E01006998,9368189.03,740,12659.71,11639.57
E02001436,E01006995,10909388.83,554,19692.04,18256.61
E02001436,E01006997,8393574.93,631,13302.02,12387.86
E02001436,E01006999,8165345.74,714,11436.06,10889.81
E02001436,E01007000,5527642.51,429,12884.95,12010.77
E02001436,E01007001,7657226.25,647,11834.97,11448.58
E02001436,E01007002,7857921.65,659,11924.01,11414.3
E02001437,E01006928,11589150.83,565,20511.77,19401.57
E02001437,E01006935,12075528.89,699,17275.43,15857.98
E02001437,E01006971,11833155.73,823,14378.08,12393.73
E02001437,E01006972,10522068.56,692,15205.3,11406.46
E02001437,E01006973,13039771.79,699,18654.9,14363.37
E02001437,E01006974,16629810.97,681,24419.69,22784.52
E02001438,E01006929,9036847.21,652,13860.2,13253.67
E02001438,E01006930,7417745.35,632,11736.94,11313.42
E02001438,E01006931,9993344.76,649,15398.07,14614.1
E02001438,E01006932,11568741.43,606,19090.33,17754.16
E02001438,E01006933,7566328.11,582,13000.56,12313.42
E02001439,E01006920,9881832.52,716,13801.44,13595.49
E02001439,E01006924,6786181.19,651,10424.24,9752.2
E02001439,E01006925,8673763.96,733,11833.24,10965.72
E02001439,E01006927,10133712.05,717,14133.49,13234.08
E02001440,E01006921,10922433.89,606,18023.82,17214.99
E02001440,E01006922,10499438.79,607,17297.26,16653.28
E02001440,E01006923,10362440.74,701,14782.37,14036.24
E02001440,E01006926,15856602.35,749,21170.36,20417.24
E02001441,E01006985,12801760.04,619,20681.36,18729.68
E02001441,E01006986,10883675.81,516,21092.39,18109.21
E02001441,E01006987,8563709.11,522,16405.57,15612.63
E02001441,E01006989,9541300.69,566,16857.42,15832.03
E02001441,E01006990,9437432.91,494,19104.12,17816.36
E02001442,E01006988,8914023.51,670,13304.51,12468.66
E02001442,E01007079,14317552.4,685,20901.54,19056.81
E02001442,E01007080,8760190.99,625,14016.31,13497.55
E02001442,E01007081,11038400.59,663,16649.17,15483.84
E02001443,E01006991,11220047.01,615,18243.98,17314.4
E02001443,E01006992,7246469.15,454,15961.39,14621.94
E02001443,E01006993,10167314.4,583,17439.65,16296.77
E02001443,E01007078,10756033.3,663,16223.28,15841.33
E02001444,E01007075,8243485.8,640,12880.45,12237.02
E02001444,E01007076,6403458.37,456,14042.67,13428.99
E02001444,E01007077,8774161.61,613,14313.48,13259.55
E02001444,E01007082,8676417.24,638,13599.4,12665.52
E02001445,E01007067,6643610.19,494,13448.6,12048.97
E02001445,E01007068,6791197.85,483,14060.45,13613.12
E02001445,E01007069,7819149.85,648,12066.59,11268.85
E02001445,E01007070,8393283.06,602,13942.33,13677.28
E02001445,E01007101,8350104.8,628,13296.35,12937.32
E02001446,E01007095,9612442.7,697,13791.17,13348.68
E02001446,E01007096,7603120.47,578,13154.19,12894.22
E02001446,E01007100,7078828.6,563,12573.41,12216.45
E02001446,E01033096,12677802.15,989,12818.81,12589.62
E02001447,E01007074,7322817.83,629,11642,11351.62
E02001447,E01007097,8273299.71,658,12573.4,12048.97
E02001447,E01007098,7877292.85,630,12503.64,11833.5
E02001447,E01007099,10452679.73,573,18242.02,16835.46
E02001448,E01007065,7311245.84,520,14060.09,13831.54
E02001448,E01007066,8294095.98,612,13552.44,13017.14
E02001448,E01007071,7935305.58,519,15289.61,14692.46
E02001448,E01007072,8565998.04,631,13575.27,13247.8
E02001448,E01007073,8326397.65,518,16074.13,15638.59
E02001449,E01007020,6362762,599,10622.31,10402.55
E02001449,E01007022,6541260.53,533,12272.53,11324.19
E02001449,E01007023,9741403.53,545,17874.13,16559.26
E02001449,E01007027,15185458.37,909,16705.67,14743.39
E02001449,E01007037,9042017.63,687,13161.6,12347.7
E02001449,E01007038,8623218.41,576,14970.87,12547.5
E02001450,E01006936,10509459.35,669,15709.21,11749.27
E02001450,E01006937,10889797.26,505,21563.95,20611.17
E02001450,E01006938,12925702.25,565,22877.35,22261.51
E02001450,E01006939,9237813.91,660,13996.69,12750.24
E02001450,E01006940,12525954.95,579,21633.77,19620.96
E02001450,E01006943,8908127.33,478,18636.25,18480.9
E02001451,E01007083,5243188.05,477,10992.01,10571.99
E02001451,E01007085,5122010.77,587,8725.74,8510.28
E02001451,E01007086,4835374.14,505,9575,9084.23
E02001451,E01007091,5565436.83,598,9306.75,8933.4
E02001451,E01007092,4638427.03,470,9868.99,9750.24
E02001452,E01006979,5207037.22,635,8200.06,8057.79
E02001452,E01006980,5219083.25,648,8054.14,7563.17
E02001452,E01007024,3907682.66,437,8942.07,8224.29
E02001452,E01007026,5691393.73,539,10559.17,10067.58
E02001452,E01007089,5891471.11,615,9579.63,9305.58
E02001453,E01007021,8955121.45,538,16645.21,15974.53
E02001453,E01007025,9074234.08,545,16649.97,16431.93
E02001453,E01007105,9777510.28,643,15206.08,14388.83
E02001453,E01007106,9002337.9,745,12083.68,11539.67
E02001453,E01007107,7963548.48,479,16625.36,16573.95
E02001453,E01007108,9227381,623,14811.21,14698.33
E02001454,E01007039,6634496.57,528,12565.33,11981.88
E02001454,E01007040,7630745.35,545,14001.37,13557.3
E02001454,E01007042,7300934.38,566,12899.18,12625.37
E02001454,E01007044,8743069.54,624,14011.33,13694.42
E02001454,E01007045,6958291.87,485,14346.99,14165.52
E02001455,E01007041,8798133.2,608,14470.61,13618.02
E02001455,E01007043,8318494.61,621,13395.32,13119.49
E02001455,E01007046,9287457.39,738,12584.63,12169.93
E02001455,E01007053,7126047.01,578,12328.8,11490.21
E02001455,E01007084,5586437.81,539,10364.45,9626.84
E02001456,E01006941,10075425.07,727,13858.91,11999.02
E02001456,E01006942,7473451.52,628,11900.4,11424.58
E02001456,E01006954,9108515.18,634,14366.74,12672.38
E02001456,E01007104,9480858.96,595,15934.22,15188.05
E02001456,E01007109,9432215.48,691,13650.09,12846.23
E02001457,E01007048,5663615.08,639,8863.25,8563.17
E02001457,E01007054,6143666.99,632,9720.99,9534.28
E02001457,E01007087,5530262.49,632,8750.42,8592.07
E02001457,E01007088,5562155.73,611,9103.36,8348.68
E02001457,E01007090,4612870.71,552,8356.65,8431.44
E02001458,E01006955,9085933.4,664,13683.63,13129.29
E02001458,E01006956,9153022.53,767,11933.54,10203.72
E02001458,E01006958,8732315.38,737,11848.46,9305.58
E02001458,E01007102,8471459.35,629,13468.14,13241.92
E02001458,E01007103,10108431.93,651,15527.55,14051.91
E02001459,E01006978,7475163.57,546,13690.78,13647.4
E02001459,E01006981,5991092.07,632,9479.58,8981.39
E02001459,E01006982,6990229.19,560,12482.55,12405
E02001459,E01006983,7204661.12,638,11292.57,10987.76
E02001459,E01006984,4609940.25,488,9446.6,9204.21
E02001460,E01006952,5478976.49,597,9177.52,7815.87
E02001460,E01006953,5923197.85,689,8596.8,8067.58
E02001460,E01006957,8419249.76,872,9655.1,6676.3
E02001460,E01006959,8915754.16,688,12958.95,11825.17
E02001460,E01006977,7401376.1,702,10543.27,8665.52
E02001461,E01006976,7756250.73,629,12331.08,11765.92
E02001461,E01007014,9018587.66,670,13460.58,13172.38
E02001461,E01007047,6787652.3,694,9780.48,9836.92
E02001461,E01033095,10360205.68,883,11732.96,11377.08
E02001462,E01007004,5824596.47,647,9002.47,8194.91
E02001462,E01007005,5276168.46,678,7781.96,7384.92
E02001462,E01007011,6176739.47,725,8519.64,6917.73
E02001462,E01007016,7719841.33,807,9566.1,8716.94
E02001462,E01007017,6334708.13,759,8346.12,7559.26
E02001463,E01007019,4877182.17,614,7943.29,7671.4
E02001463,E01007049,8738613.12,754,11589.67,10798.24
E02001463,E01007050,6041999.02,497,12156.94,11830.56
E02001463,E01007051,5124007.84,502,10207.19,9477.47
E02001463,E01007052,5708117.53,562,10156.79,9954.95
E02001464,E01006964,6672219.39,757,8814.03,8523.02
E02001464,E01007003,4617880.51,631,7318.35,6517.14
E02001464,E01007006,5027890.3,558,9010.56,8667.48
E02001464,E01007012,6100263.47,682,8944.67,8102.84
E02001464,E01007013,6063228.21,723,8386.21,7459.35
E02001465,E01006967,6973203.72,724,9631.5,7608.23
E02001465,E01007007,3928687.56,475,8270.92,7632.71
E02001465,E01007008,5178801.18,714,7253.22,6588.15
E02001465,E01007009,5263479.92,537,9801.64,6775.71
E02001465,E01007010,6115351.62,703,8698.94,6839.37
E02001466,E01006960,7307799.22,462,15817.75,15802.64
E02001466,E01006961,7586681.68,728,10421.27,9419.69
E02001466,E01006962,6300897.16,612,10295.58,9911.85
E02001466,E01006963,5911870.71,659,8970.97,8086.19
E02001466,E01006965,6539066.6,612,10684.75,10076.89
E02001466,E01006966,6987296.77,718,9731.61,9530.85
E02001467,E01007229,9874178.26,727,13582.09,12188.05
E02001467,E01007230,7655139.08,568,13477.36,12155.24
E02001467,E01007231,9879510.28,674,14658.03,13608.23
E02001467,E01007237,8660406.46,759,11410.29,8894.22
E02001467,E01007238,7288837.26,813,8965.36,7384.92
E02001468,E01007218,7394465.23,687,10763.41,9533.79
E02001468,E01007232,9554098.92,621,15385.02,13329.09
E02001468,E01007233,9212842.31,735,12534.48,11163.57
E02001468,E01007234,9697982.37,702,13814.79,12455.93
E02001468,E01007236,6794888.34,535,12700.73,12072.48
E02001469,E01007307,13445955.93,715,18805.53,17176.3
E02001469,E01007308,8682036.24,579,14994.88,14405.48
E02001469,E01007312,8988118.51,669,13435.15,12404.51
E02001469,E01007313,8648303.62,715,12095.53,11128.31
E02001469,E01007315,8828499.51,628,14058.12,13907.93
E02001470,E01007211,7435773.75,513,14494.69,13607.25
E02001470,E01007235,9647148.87,607,15893.16,15304.6
E02001470,E01007310,10841139.08,539,20113.43,19486.78
E02001470,E01007311,9896169.44,562,17608.84,17367.78
E02001470,E01007314,9558273.26,619,15441.48,15428.99
E02001470,E01007316,10172236.04,652,15601.59,15372.67
E02001471,E01007215,7132332.03,702,10160.02,8750.73
E02001471,E01007216,8271066.6,639,12943.77,11685.6
E02001471,E01007219,8790134.18,630,13952.59,13387.86
E02001471,E01007220,5020843.29,611,8217.42,7447.6
E02001471,E01007275,6495028.4,688,9440.45,8431.44
E02001472,E01007203,9469809.01,866,10935.11,9984.82
E02001472,E01007205,6947487.76,630,11027.76,10710.09
E02001472,E01007210,8362284.04,852,9814.89,9408.42
E02001472,E01007309,10177269.34,629,16180.08,15647.4
E02001473,E01007212,8985718.9,626,14354.18,14372.67
E02001473,E01007213,8969264.45,630,14236.93,13638.1
E02001473,E01007214,7409765.92,639,11595.88,10676.79
E02001473,E01007217,9313754.16,874,10656.47,9432.42
E02001473,E01007276,7854709.11,605,12982.99,12940.25
E02001474,E01007272,5719234.08,609,9391.19,8771.79
E02001474,E01007273,5398243.88,699,7722.81,6943.19
E02001474,E01007274,4102390.79,559,7338.8,6676.79
E02001474,E01007277,5780417.24,607,9522.93,8505.39
E02001474,E01007278,5798735.55,659,8799.3,7962.78
E02001475,E01007204,5557512.24,670,8294.79,8242.9
E02001475,E01007206,8268333.01,760,10879.39,10639.57
E02001475,E01007207,5829250.73,659,8845.6,8308.52
E02001475,E01007209,5776958.86,641,9012.42,8143.98
E02001476,E01007269,7095901.08,694,10224.64,9675.81
E02001476,E01007270,7105666.01,842,8439.03,7836.92
E02001476,E01007271,7890939.28,763,10341.99,9483.84
E02001476,E01032903,12342403.53,1309,9428.88,8156.71
E02001477,E01007120,6040580.8,527,11462.2,9652.3
E02001477,E01007121,6198866.8,715,8669.74,8119.49
E02001477,E01007122,5489981.39,726,7561.96,6711.07
E02001477,E01007123,5507771.79,658,8370.47,8068.56
E02001477,E01007124,5756786.48,682,8441.04,7971.6
E02001478,E01007208,9032691.48,749,12059.67,11221.35
E02001478,E01007221,8995166.5,686,13112.49,12737.02
E02001478,E01007225,10560776.69,782,13504.83,12754.65
E02001478,E01007227,7189053.87,673,10682.1,9739.47
E02001478,E01007228,7427756.12,754,9851.14,9153.28
E02001479,E01007195,10674034.28,659,16197.32,15475.02
E02001479,E01007199,11760529.87,606,19406.81,18448.09
E02001479,E01007222,6917873.65,643,10758.75,10249.76
E02001479,E01007223,6172062.68,606,10184.92,9731.64
E02001480,E01007193,13909663.08,767,18135.15,14028.4
E02001480,E01007194,8725541.63,641,13612.39,11746.33
E02001480,E01007200,12927741.43,663,19498.86,18685.6
E02001480,E01007201,9209403.53,622,14806.12,14337.41
E02001480,E01007202,8139716.94,688,11830.98,10806.07
E02001481,E01007125,7397410.38,787,9399.5,8968.66
E02001481,E01007156,8547944.17,643,13293.85,12313.42
E02001481,E01007157,7631583.74,629,12132.88,11850.15
E02001481,E01007158,10305693.44,692,14892.62,12830.07
E02001481,E01007159,13918177.28,816,17056.59,14038.2
E02001482,E01007126,10741272.28,1154,9307.86,5852.11
E02001482,E01007127,6311637.61,701,9003.76,8011.75
E02001482,E01007128,7367007.84,797,9243.42,7045.05
E02001482,E01007129,7937047.01,775,10241.35,8263.47
E02001482,E01007133,3979961.8,527,7552.11,6124.39
E02001483,E01007224,8366677.77,623,13429.66,12846.23
E02001483,E01007226,10312024.49,764,13497.41,13056.81
E02001483,E01007265,7210229.19,530,13604.21,13321.25
E02001483,E01007299,6263074.44,596,10508.51,9762
E02001483,E01007306,8676843.29,739,11741.33,11058.77
E02001484,E01007297,5461555.34,539,10132.76,9752.2
E02001484,E01007298,11018596.47,588,18739.11,17777.67
E02001484,E01007301,8588902.06,681,12612.19,11395.69
E02001484,E01007302,8522040.16,792,10760.15,10219.39
E02001484,E01007305,8803788.44,735,11977.94,11155.73
E02001485,E01007119,6308937.32,639,9873.14,9300.69
E02001485,E01007161,10126991.19,654,15484.7,13923.6
E02001485,E01007162,5325768.85,560,9510.3,8903.53
E02001485,E01007300,8521272.28,943,9036.34,8288.93
E02001486,E01007155,8076160.63,745,10840.48,7796.28
E02001486,E01007160,10515801.18,842,12489.08,10660.14
E02001486,E01007240,9398563.17,804,11689.76,7717.43
E02001486,E01007241,8832479.92,600,14720.8,13057.79
E02001486,E01007242,12970000,850,15258.82,11688.05
E02001487,E01007130,7492485.8,743,10084.1,8839.37
E02001487,E01007131,7447301.67,778,9572.37,8322.23
E02001487,E01007179,6154767.87,672,9158.88,7848.19
E02001487,E01007291,8161249.76,886,9211.34,7887.86
E02001487,E01007292,6246414.3,674,9267.68,8700.78
E02001487,E01007294,6541389.81,710,9213.23,8923.11
E02001488,E01007180,8648562.19,671,12889.06,11623.9
E02001488,E01007181,8621005.88,701,12298.15,11416.26
E02001488,E01007239,8707734.57,783,11120.99,9003.92
E02001488,E01007243,9964911.85,708,14074.73,12042.12
E02001488,E01007244,9781725.76,936,10450.56,9696.38
E02001489,E01007259,7243099.9,494,14662.15,14601.37
E02001489,E01007261,9362528.89,601,15578.25,14060.72
E02001489,E01007264,7042691.48,657,10719.47,10476.98
E02001489,E01007266,9393076.4,624,15053.01,14209.6
E02001489,E01007267,7998988.25,591,13534.67,12638.59
E02001489,E01007268,7218849.17,580,12446.29,11865.33
E02001490,E01007163,12757792.36,964,13234.22,12298.24
E02001490,E01007245,7899575.91,645,12247.4,11513.22
E02001490,E01007246,6788106.76,592,11466.4,11237.51
E02001490,E01007247,8268606.27,653,12662.49,12060.72
E02001490,E01007252,8144497.55,675,12065.92,11920.67
E02001491,E01007249,5646935.36,608,9287.72,8728.21
E02001491,E01007251,5629804.11,522,10785.07,10351.62
E02001491,E01007257,5255257.59,582,9029.65,8499.02
E02001491,E01007303,5401987.27,603,8958.52,8366.31
E02001491,E01007304,6396559.26,636,10057.48,9852.6
E02001492,E01007196,10649937.32,694,15345.73,12593.05
E02001492,E01007197,12910761.02,688,18765.64,16467.68
E02001492,E01007198,11816213.52,903,13085.51,11099.9
E02001492,E01007263,7486327.13,650,11517.43,10840.35
E02001492,E01007282,8803139.08,689,12776.69,11343.78
E02001493,E01007175,7780634.67,761,10224.22,9516.16
E02001493,E01007290,7362462.29,729,10099.4,7690.5
E02001493,E01007293,5463637.61,706,7738.86,6941.72
E02001493,E01007295,5975280.12,633,9439.62,7677.77
E02001493,E01007296,7745246.82,825,9388.18,8576.89
E02001494,E01007258,8408033.3,623,13496.04,12877.57
E02001494,E01007260,10214497.55,652,15666.41,14380.51
E02001494,E01007262,11810651.32,655,18031.53,16938.3
E02001494,E01007281,11744762.98,629,18672.12,17625.86
E02001494,E01007283,14407056.81,493,29223.24,27471.11
E02001495,E01007173,9081082.27,596,15236.72,15071.99
E02001495,E01007174,8845363.37,673,13143.18,12967.68
E02001495,E01007176,7603741.43,737,10317.15,8915.77
E02001495,E01007177,7680327.13,687,11179.52,10383.94
E02001495,E01007178,8656740.45,724,11956.82,10649.85
E02001496,E01007248,10988999.02,561,19588.23,18393.73
E02001496,E01007250,8551653.28,577,14820.89,14811.95
E02001496,E01007253,7620503.43,697,10933.29,10250.73
E02001496,E01007254,11539556.32,614,18794.07,16632.22
E02001497,E01007115,8505952.99,664,12810.17,12182.17
E02001497,E01007138,7912634.67,785,10079.79,9307.54
E02001497,E01007139,7701876.59,716,10756.81,9619
E02001497,E01007141,10064953.97,919,10952.07,10225.27
E02001497,E01007289,5593031.34,687,8141.24,7505.39
E02001498,E01007111,9924813.91,580,17111.75,16659.16
E02001498,E01007112,8923587.66,649,13749.75,13768.85
E02001498,E01007113,9290505.39,590,15746.62,15146.91
E02001498,E01007114,6920459.35,596,11611.51,10932.42
E02001498,E01007116,8922864.84,647,13791.14,13199.8
E02001499,E01007280,9674422.14,729,13270.81,12700.29
E02001499,E01007284,10055684.62,615,16350.71,16210.58
E02001499,E01007285,10069192.95,666,15118.91,14598.43
E02001499,E01007287,10861073.46,848,12807.87,12246.33
E02001500,E01007183,8682586.68,517,16794.17,15847.21
E02001500,E01007255,9078891.28,639,14207.97,14240.94
E02001500,E01007256,11329900.1,770,14714.16,14080.8
E02001500,E01007279,9540756.12,653,14610.65,13984.33
E02001500,E01007286,7859712.05,610,12884.77,12151.81
E02001501,E01007110,8595555.34,663,12964.64,12310.48
E02001501,E01007117,9052959.84,632,14324.3,13671.4
E02001501,E01007118,7046187.07,635,11096.36,10757.1
E02001501,E01007151,9267993.14,628,14757.95,14246.33
E02001501,E01007154,9342636.63,626,14924.34,14704.7
E02001502,E01007140,9588690.5,947,10125.33,9617.04
E02001502,E01007142,11560734.57,806,14343.34,12801.67
E02001502,E01007143,9094850.15,882,10311.62,9898.63
E02001502,E01007152,9237418.22,736,12550.84,11519.1
E02001502,E01007153,7072005.88,551,12834.86,12463.27
E02001503,E01007182,13042436.83,718,18164.95,15537.71
E02001503,E01007184,9721487.76,622,15629.4,14644.47
E02001503,E01007185,9618092.07,741,12979.88,12280.12
E02001503,E01007192,10017535.75,617,16235.88,13427.03
E02001503,E01007288,8807944.17,747,11791.09,11484.82
E02001504,E01007144,8036112.63,490,16400.23,14422.14
E02001504,E01007145,8614079.33,541,15922.51,15034.28
E02001504,E01007146,8323801.18,633,13149.76,12444.66
E02001504,E01007147,9103434.87,626,14542.23,13483.84
E02001504,E01007148,11878324.19,668,17781.92,16802.64
E02001505,E01007135,11489843.29,795,14452.63,13265.43
E02001505,E01007136,7563636.63,716,10563.74,10322.72
E02001505,E01007137,7391420.18,598,12360.23,11414.3
E02001505,E01007170,9837628.8,633,15541.28,14625.86
E02001506,E01007186,11537709.11,669,17246.2,16729.68
E02001506,E01007187,12845520.08,622,20651.96,19328.11
E02001506,E01007188,12184532.81,627,19433.07,18315.38
E02001506,E01007189,14658024.49,663,22108.63,20701.27
E02001506,E01007190,14801905,648,22842.45,21879.04
E02001506,E01007191,13597318.32,545,24949.21,23272.28
E02001507,E01007149,9068291.87,631,14371.3,13464.25
E02001507,E01007150,7722566.11,583,13246.25,12805.09
E02001507,E01007165,6594592.56,563,11713.31,11369.25
E02001507,E01007171,9213835.46,634,14532.86,13686.09
E02001507,E01007172,8587069.54,576,14908.11,13458.37
E02001508,E01007164,9888418.22,745,13273.04,12458.37
E02001508,E01007166,8008541.63,647,12377.96,11965.72
E02001508,E01007167,7800043.1,661,11800.37,11131.24
E02001508,E01007168,7717488.74,730,10571.9,10019.59
E02001508,E01007169,8627601.37,735,11738.23,11047.01
E02001509,E01007434,11611400.96,1001,11599.8,10819.88
E02001509,E01007435,8051866.14,706,11404.91,11153.54
E02001509,E01007438,8933584.65,654,13659.92,13369.59
E02001509,E01007439,8262664.37,558,14807.64,13891.73
E02001510,E01007433,8775022.09,709,12376.62,12044.29
E02001510,E01007436,8036549.9,619,12983.12,12522.64
E02001510,E01007437,8303621.78,716,11597.24,11254.43
E02001510,E01007440,7950908.46,712,11167.01,10152.07
E02001511,E01007329,8254532.14,582,14183.04,14015.64
E02001511,E01007331,11494385.02,881,13046.98,12238.24
E02001511,E01007342,7984855.91,556,14361.25,13164.22
E02001511,E01007343,7548753.92,669,11283.64,10959.8
E02001512,E01007356,10613832.68,627,16927.96,15821.85
E02001512,E01007357,7765149.83,642,12095.25,11325.79
E02001512,E01007361,9339802.74,756,12354.24,11573.19
E02001512,E01007362,11197211.27,809,13840.81,12856.3
E02001512,E01007363,9137563.21,783,11669.94,11031.5
E02001513,E01007355,8689936.17,606,14339.83,13474.41
E02001513,E01007358,8696505.92,665,13077.45,12415.35
E02001513,E01007359,7717678.35,643,12002.61,11509.84
E02001513,E01007360,9854633.86,659,14953.92,13730.31
E02001513,E01007386,10096054.13,740,13643.32,12813.98
E02001514,E01007328,9191574.94,785,11709.01,11195.87
E02001514,E01007330,10996406.11,806,13643.18,13088.58
E02001514,E01007332,9810607.75,944,10392.59,9091.04
E02001514,E01007333,6287832.68,587,10711.81,10362.2
E02001515,E01007323,7249194.37,676,10723.66,10256.89
E02001515,E01007324,8663213.54,760,11398.97,11059.06
E02001515,E01007325,6767037.4,621,10897,10741.14
E02001515,E01007326,7792872.05,638,12214.53,11866.63
E02001515,E01007327,9458473.43,796,11882.5,11472.44
E02001515,E01007411,4944833.66,572,8644.81,8009.84
E02001516,E01007341,5527799.02,523,10569.41,10550
E02001516,E01007345,8833154.9,719,12285.33,11269.61
E02001516,E01007346,8481482.35,692,12256.48,11724.51
E02001516,E01007347,8862861.76,673,13169.19,11840.2
E02001517,E01007334,7076006.86,562,12590.76,12180.88
E02001517,E01007335,8100263.73,614,13192.61,12674.51
E02001517,E01007400,12537704.9,940,13337.98,12743.63
E02001517,E01007404,8414144.12,660,12748.7,11940.69
E02001517,E01007406,8961535.29,868,10324.35,9848.04
E02001518,E01007408,9626702.94,666,14454.51,13916.18
E02001518,E01007409,11181744.12,645,17336.04,15429.41
E02001518,E01007410,8657413.73,865,10008.57,9217.65
E02001518,E01032550,14040109.36,1216,11546.14,10753.44
E02001518,E01032551,15026869.61,1037,14490.71,13815.69
E02001519,E01007344,12884844.12,1047,12306.44,11368.63
E02001519,E01007402,7458761.76,718,10388.25,10163.24
E02001519,E01007403,6792430.39,629,10798.78,10430.39
E02001519,E01007405,8661328.43,687,12607.46,11918.63
E02001520,E01007379,9833922.01,699,14068.56,13519.69
E02001520,E01007380,12566365.34,776,16193.77,15705.88
E02001520,E01007381,11303672.55,800,14129.59,13807.84
E02001520,E01007387,8947261.02,675,13255.2,12910.43
E02001520,E01007442,11137933.88,641,17375.87,16697.06
E02001520,E01007444,12084633.33,957,12627.62,11434.31
E02001520,E01007446,9144604.9,704,12989.5,12638.73
E02001521,E01007336,10849453.92,833,13024.55,10254.9
