MSOA,LSOA,Consumption (kWh),Number of meters,Mean consumption (kWh per meter),Median consumption (kWh per meter)
E02001521,E01007340,10970870.59,793,13834.64,11984.31
E02001521,E01007415,10289983.33,668,15404.17,14193.14
E02001521,E01007417,10876457.84,883,12317.62,11040.2
E02001521,E01007441,8800160.78,744,11828.17,10943.63
E02001521,E01007443,11790055.88,1008,11696.48,9876.47
E02001521,E01007445,8430872.55,757,11137.22,10558.82
E02001522,E01007372,6271816.67,578,10850.89,10016.18
E02001522,E01007373,7331831.37,759,9659.86,9193.14
E02001522,E01007374,8427841.18,670,12578.87,12298.04
E02001522,E01007375,9580137.25,737,12998.83,12467.65
E02001522,E01007377,5898179.41,575,10257.7,9946.08
E02001522,E01007378,7168672.55,667,10747.64,10594.12
E02001523,E01007319,8601027.45,639,13460.14,12795.1
E02001523,E01007321,9587060.78,658,14570,13936.76
E02001523,E01007322,11013917.65,955,11532.9,10393.14
E02001523,E01007337,10232664.71,977,10473.56,9072.55
E02001524,E01007418,9295118.97,468,19861.37,17688.98
E02001524,E01007419,11387228.78,711,16015.79,15000.98
E02001524,E01007420,9911983.33,603,16437.78,14751.96
E02001524,E01007425,11899319.51,618,19254.56,17929.41
E02001525,E01007338,8057494.12,742,10859.16,9410.78
E02001525,E01007339,7523699.02,711,10581.86,9544.12
E02001525,E01007413,6960335.29,618,11262.68,10604.9
E02001525,E01007414,10422510.78,942,11064.24,9377.94
E02001526,E01007317,7246627.45,667,10864.51,10500
E02001526,E01007318,6028381.2,606,9947.82,9786.76
E02001526,E01007320,8114339.22,756,10733.25,10043.14
E02001526,E01007416,6290316.67,583,10789.57,10007.84
E02001527,E01007382,9297177.45,720,12912.75,12069.12
E02001527,E01007383,7822629.41,526,14871.92,14361.27
E02001527,E01007384,10504229.52,750,14005.64,13427.94
E02001527,E01007385,7310006.86,654,11177.38,10748.04
E02001528,E01007348,7355023.53,622,11824.8,11449.02
E02001528,E01007349,9003754.9,714,12610.3,11639.22
E02001528,E01007350,7118474.51,494,14409.87,13580.88
E02001528,E01007351,8483120.59,635,13359.25,11862.75
E02001528,E01007352,6477637.25,620,10447.8,10397.55
E02001528,E01007353,9269155.88,748,12391.92,11701.96
E02001528,E01007354,8818314.71,725,12163.19,11624.51
E02001529,E01007458,7412416.67,640,11581.9,10652.94
E02001529,E01007459,10070266.67,711,14163.53,13488.24
E02001529,E01007460,8376931.37,618,13554.91,12834.31
E02001529,E01007461,9288485.29,807,11509.9,10351.96
E02001529,E01007462,7097732.35,589,12050.48,11364.71
E02001529,E01007463,7759596.08,738,10514.36,10075.98
E02001530,E01007369,9571960.78,922,10381.74,9950
E02001530,E01007370,7269584.31,710,10238.85,9802.94
E02001530,E01007371,10369753.92,868,11946.72,11574.51
E02001530,E01007376,7955589.22,703,11316.63,10461.76
E02001531,E01007447,7111151.96,612,11619.53,11249.51
E02001531,E01007448,10766429.41,969,11110.87,10116.67
E02001531,E01007449,10605765.69,901,11771.11,10926.47
E02001531,E01007450,8843884.31,866,10212.34,9998.53
E02001532,E01007427,11715881.37,765,15314.88,13903.92
E02001532,E01007428,11264682.35,676,16663.73,14976.47
E02001532,E01007429,9155830.39,706,12968.6,12024.02
E02001532,E01007430,15554083.33,1107,14050.66,13190.2
E02001532,E01007431,8799536.27,545,16145.94,15643.14
E02001532,E01007432,10665116.67,692,15412.02,14007.84
E02001533,E01007364,5894601.96,489,12054.4,11680.39
E02001533,E01007365,5888757.84,534,11027.64,10448.04
E02001533,E01007366,11579649.02,943,12279.59,11394.12
E02001533,E01007367,5539848.04,477,11613.94,11532.35
E02001533,E01007368,7615708.82,687,11085.46,10781.37
E02001534,E01007451,9274736.27,805,11521.41,10751.96
E02001534,E01007452,9481233.33,726,13059.55,12607.84
E02001534,E01007453,7425096.08,633,11730.01,11342.16
E02001534,E01007455,7873355.88,582,13528.1,13372.55
E02001534,E01032924,6846910.78,558,12270.45,11450.98
E02001534,E01032925,7601800.98,654,11623.55,10641.67
E02001535,E01007421,4479197.06,219,20452.95,19235.29
E02001535,E01007422,8826614.71,501,17617.99,15899.02
E02001535,E01007423,9800858.82,611,16040.69,13847.06
E02001535,E01007426,7338021.73,453,16198.72,14923.23
E02001536,E01007396,9256610.78,736,12576.92,11924.51
E02001536,E01007397,9341230.39,687,13597.13,12305.88
E02001536,E01007398,11106050,775,14330.39,13187.25
E02001536,E01007399,12531063.73,920,13620.72,12746.08
E02001536,E01007424,10122947.06,682,14843.03,13789.22
E02001537,E01007388,10382277.45,750,13843.04,12839.22
E02001537,E01007393,9021092.16,773,11670.24,11548.04
E02001537,E01007394,6355648.04,554,11472.29,11192.16
E02001537,E01007456,10706081.37,814,13152.43,12350
E02001537,E01007457,8656021.57,737,11744.94,10877.45
E02001538,E01007389,9309642.16,668,13936.59,13229.41
E02001538,E01007390,8528101.96,641,13304.37,12907.84
E02001538,E01007391,9037198.04,722,12516.89,11718.63
E02001538,E01007392,7284996.08,604,12061.25,11838.73
E02001538,E01007395,9946662.75,852,11674.49,11280.39
E02001539,E01007632,6229501.96,523,11911.09,11445.1
E02001539,E01007633,6263364.71,524,11952.99,11768.14
E02001539,E01007634,7846309.8,665,11798.96,10929.41
E02001539,E01007635,8126589.22,687,11829.1,11413.73
E02001540,E01007487,8635497.05,712,12128.51,11660.93
E02001540,E01007488,3794626.97,296,12819.69,12524.11
E02001540,E01007489,9824144.69,769,12775.22,11822.83
E02001540,E01007490,9615602.36,587,16380.92,14985.24
E02001540,E01007491,7053132.87,672,10495.73,10512.8
E02001540,E01007492,7082370.08,659,10747.15,10008.86
E02001540,E01007493,10450141.73,731,14295.68,13583.66
E02001541,E01007636,7560121.57,666,11351.53,10912.75
E02001541,E01007637,9508917.65,703,13526.2,12194.12
E02001541,E01007638,7949061.76,717,11086.56,10452.94
E02001541,E01007639,11525504.9,960,12005.73,10563.24
E02001541,E01007640,9017675.49,646,13959.25,13087.25
E02001541,E01007641,7636190.2,590,12942.7,12126.47
E02001541,E01007642,7431028.43,657,11310.55,11367.65
E02001542,E01007625,1540989.22,141,10929,10078.43
E02001542,E01007626,5980502.91,508,11772.64,10693.63
E02001542,E01007627,7597505.88,703,10807.26,10309.8
E02001542,E01007628,6102244.12,543,11238.02,11079.41
E02001542,E01007629,7517396.08,658,11424.61,10904.9
E02001543,E01007468,8951057.09,612,14625.91,14099.9
E02001543,E01007469,7295553.15,553,13192.68,12573.82
E02001543,E01007470,6450999.02,551,11707.8,11438.98
E02001543,E01007472,7237349.41,671,10785.92,10522.64
E02001543,E01007473,8250383.86,661,12481.67,11806.1
E02001543,E01007474,6823319.88,667,10229.86,9413.39
E02001544,E01007554,7926177.45,657,12064.2,11816.67
E02001544,E01007555,7364171.57,633,11633.76,11129.41
E02001544,E01007556,6176692.16,541,11417.18,10862.75
E02001544,E01007561,8054141.18,563,14305.76,14022.55
E02001544,E01007562,7337591.18,623,11777.83,11626.47
E02001544,E01007563,5967717.65,541,11030.9,10396.08
E02001545,E01007621,7892230.39,580,13607.29,12997.55
E02001545,E01007622,8075466.67,641,12598.23,12201.96
E02001545,E01007623,7076165.69,606,11676.84,11444.12
E02001545,E01007624,10867552.94,796,13652.7,12886.76
E02001545,E01007630,9086937.25,654,13894.4,12945.1
E02001545,E01007631,7426084.31,544,13650.89,13219.61
E02001546,E01007553,11215466.67,759,14776.64,13343.14
E02001546,E01007557,5105021.57,333,15330.4,12647.06
E02001546,E01007558,7953794.12,613,12975.19,12398.04
E02001546,E01007559,5020509.8,318,15787.77,15007.35
E02001546,E01007560,9586662.75,659,14547.29,13549.02
E02001547,E01007464,7264222.44,618,11754.41,11707.68
E02001547,E01007465,8498220.47,696,12210.09,12090.55
E02001547,E01007466,8232291.34,659,12492.1,12218.5
E02001547,E01007467,8250231.3,668,12350.65,11662.4
E02001547,E01007471,7794249.02,611,12756.55,11927.17
E02001547,E01007504,6994810.17,571,12250.11,11638.78
E02001547,E01007507,5474884.84,506,10819.93,10282.97
E02001548,E01007506,7329325.49,699,10485.44,10037.25
E02001548,E01007508,7222431.37,706,10230.07,9124.02
E02001548,E01007509,7968179.41,791,10073.55,9386.27
E02001548,E01007510,7457535.29,647,11526.33,10589.22
E02001548,E01007511,7283284.05,628,11597.59,10613.73
E02001549,E01007475,8487408.82,675,12573.94,12261.76
E02001549,E01007476,9264348.04,755,12270.66,11364.71
E02001549,E01007477,8038488.24,612,13134.78,13050.98
E02001549,E01007478,8343548.04,643,12975.97,12473.53
E02001550,E01007512,9583699.02,793,12085.37,11578.43
E02001550,E01007513,7602075.49,648,11731.6,10984.31
E02001550,E01007515,7807588.24,660,11829.68,11186.27
E02001550,E01007518,8688591.71,628,13835.34,12876.47
E02001550,E01007519,5831953.92,528,11045.37,10997.55
E02001551,E01007505,9245285.29,673,13737.42,12448.04
E02001551,E01007514,8475795.1,729,11626.61,10933.33
E02001551,E01007516,8263505.88,651,12693.56,12131.37
E02001551,E01007517,7572909.8,711,10651.07,9699.02
E02001552,E01007479,8091540.2,657,12315.89,12033.33
E02001552,E01007480,6567236.27,545,12049.97,11875.49
E02001552,E01007482,7082094.12,654,10828.89,10351.47
E02001552,E01033259,7731943.14,629,12292.44,11405.88
E02001552,E01033260,6839092.16,526,13002.08,12680.39
E02001553,E01007570,9695966.67,650,14916.87,14400
E02001553,E01007650,9512008.82,753,12632.15,12647.06
E02001553,E01007651,8611913.73,711,12112.4,11267.65
E02001553,E01007652,8675081.37,801,10830.31,10069.61
E02001553,E01007653,8478681.37,670,12654.75,12417.16
E02001553,E01007656,9467999.02,729,12987.65,12002.94
E02001554,E01007581,8584991.18,633,13562.39,12612.75
E02001554,E01007582,7967300.98,656,12145.28,12077.45
E02001554,E01007588,8376498.95,660,12691.67,12357.78
E02001554,E01007589,9947836.63,779,12770.01,12344.12
E02001555,E01007483,7999160.78,619,12922.72,12178.43
E02001555,E01007484,7909627.45,625,12655.4,11983.33
E02001555,E01007485,8016610.78,622,12888.44,12336.76
E02001555,E01007486,7842834.31,657,11937.34,11654.9
E02001556,E01007564,7082251.96,629,11259.54,10868.63
E02001556,E01007565,10100989.22,671,15053.64,14201.96
E02001556,E01007566,6979427.45,768,9087.8,9155.39
E02001556,E01007567,7500836.27,539,13916.21,13319.61
E02001556,E01007568,6690664.71,594,11263.75,10585.29
E02001556,E01007569,7327418.63,635,11539.24,11337.25
E02001557,E01007644,10018487.25,652,15365.78,14326.96
E02001557,E01007646,10948702.94,593,18463.24,17150.98
E02001557,E01007647,10461004.9,665,15730.83,15076.47
E02001557,E01007648,12276481.37,840,14614.86,10935.29
E02001557,E01007649,10623434.31,679,15645.71,14735.29
E02001557,E01007654,9410786.27,643,14635.75,13150
E02001558,E01007583,7986541.18,453,17630.33,16581.37
E02001558,E01007586,9291896.08,626,14843.28,13140.69
E02001558,E01007587,5598982.5,465,12040.82,10489.17
E02001558,E01007620,9756605.88,655,14895.58,13936.27
E02001559,E01007584,9256224.74,659,14045.86,13305.88
E02001559,E01007585,8651241.18,657,13167.79,12607.84
E02001559,E01007617,10255443.14,633,16201.33,15164.71
E02001559,E01007618,6890490.2,523,13174.93,13129.41
E02001559,E01007619,14952474.51,778,19219.12,17693.63
E02001560,E01007529,6862737.25,715,9598.23,8052.94
E02001560,E01007530,7724441.18,659,11721.46,9486.27
E02001560,E01007531,8331019.61,817,10197.09,9219.61
E02001560,E01007643,7718846.08,647,11930.21,11250
E02001560,E01007645,13946257.84,1025,13606.11,10773.53
E02001560,E01007655,10637241.18,1009,10542.36,8690.2
E02001561,E01007494,8235171.57,713,11550.03,10776.47
E02001561,E01007532,1886542.16,208,9069.91,7099.02
E02001561,E01007533,7012987.25,597,11747.05,11301.96
E02001561,E01007535,8161802.94,669,12200,11342.16
E02001562,E01007522,8024131.37,773,10380.51,9625.49
E02001562,E01007525,7829090.2,685,11429.33,10692.16
E02001562,E01007528,7799457.84,659,11835.29,11210.78
E02001562,E01007604,8716496.08,591,14748.72,14397.06
E02001563,E01007521,10525572.55,607,17340.32,16096.08
E02001563,E01007523,9378482.35,683,13731.31,12984.31
E02001563,E01007524,11324535.29,678,16702.85,14918.63
E02001563,E01007526,14824753.92,826,17947.64,15665.2
E02001563,E01007607,8892948.04,627,14183.33,12300.98
E02001564,E01007599,10593742.16,705,15026.58,14336.27
E02001564,E01007600,8995674.51,617,14579.7,13459.8
E02001564,E01007601,10446138.24,702,14880.54,13778.43
E02001564,E01007602,12038943.14,747,16116.39,15043.14
E02001564,E01007603,9887709.8,679,14562.16,14181.37
E02001565,E01007520,9598254.9,616,15581.58,15518.14
E02001565,E01007527,15282386.27,1113,13730.81,12506.86
E02001565,E01007605,10278041.18,655,15691.67,13898.04
E02001565,E01007606,13633229.41,722,18882.59,17542.16
E02001566,E01007495,8910592.16,716,12444.96,11242.65
E02001566,E01007500,6597665.69,597,11051.37,10505.88
E02001566,E01007502,17507774.51,1391,12586.47,12241.18
E02001566,E01007534,10964208.82,887,12361,9523.53
E02001567,E01007496,7413171.57,668,11097.56,10473.53
E02001567,E01007497,6904941.18,555,12441.34,12282.35
E02001567,E01007498,8583023.53,706,12157.26,10886.27
E02001567,E01007499,6122098.04,646,9476.93,9008.82
E02001567,E01007501,8405701.96,657,12794.07,12561.76
E02001567,E01007503,8689698.04,693,12539.25,12180.39
E02001568,E01007575,5515400,607,9086.33,8854.9
E02001568,E01007578,8504919.61,712,11945.11,10775.49
E02001568,E01007579,13062287.25,1178,11088.53,10093.14
E02001568,E01007580,7864952.94,630,12484.05,12274.51
E02001569,E01007571,9702707.84,796,12189.33,11189.71
E02001569,E01007572,7540662.75,563,13393.72,12709.8
E02001569,E01007573,6447778.43,659,9784.19,9486.27
E02001569,E01007574,7005536.27,649,10794.35,10119.61
E02001569,E01007576,8264871.57,653,12656.77,11830.39
E02001569,E01007577,8287632.35,809,10244.29,8800.98
E02001570,E01007536,11503532.35,878,13101.97,12348.53
E02001570,E01007542,9728396.08,851,11431.72,10426.47
E02001570,E01007543,7941901.96,661,12014.98,10387.25
E02001570,E01007544,7890387.25,786,10038.66,9623.53
E02001571,E01007546,6940926.47,638,10879.2,10532.35
E02001571,E01007551,9420068.63,707,13324,12514.71
E02001571,E01007552,8795849.02,620,14186.85,13776.96
E02001571,E01007613,8382611.76,479,17500.23,15900.98
E02001572,E01007545,6112482.35,580,10538.76,9623.53
E02001572,E01007547,7840877.45,660,11880.12,11450.49
E02001572,E01007548,6513526.47,625,10421.64,10635.29
E02001572,E01007549,7475562.75,661,11309.47,10709.8
E02001572,E01007550,9082320.59,687,13220.26,12868.63
E02001573,E01007537,8866129.41,723,12262.97,11955.88
E02001573,E01007538,8167086.27,610,13388.67,13020.1
E02001573,E01007539,7370363.73,580,12707.52,12430.88
E02001573,E01007540,9011373.53,650,13863.65,13428.92
E02001573,E01007541,7786457.84,649,11997.62,11900.98
E02001574,E01007591,7767709.8,623,12468.23,12451.96
E02001574,E01007594,11659032.35,859,13572.8,12708.82
E02001574,E01007596,8058193.14,517,15586.45,14533.33
E02001574,E01007598,8614123.53,688,12520.53,12150.98
E02001575,E01007590,6187987.25,494,12526.29,12529.9
E02001575,E01007592,8193138.24,703,11654.54,11106.86
E02001575,E01007593,7456069.61,619,12045.35,11708.82
E02001575,E01007595,7652509.8,630,12146.84,11551.96
E02001575,E01007597,7093087.25,700,10132.98,9756.86
E02001576,E01007608,11817050,1007,11734.91,11176.47
E02001576,E01007609,15812089.22,1080,14640.82,13325
E02001576,E01007610,14040645.1,856,16402.62,15432.84
E02001577,E01007611,8358657.84,558,14979.67,13322.55
E02001577,E01007612,11328036.27,629,18009.6,16450
E02001577,E01007614,7969090.2,488,16330.1,15375.98
E02001577,E01007615,10670678.43,677,15761.71,13593.14
E02001577,E01007616,8129267.65,591,13755.11,12846.08
E02001578,E01007693,17195223.53,1611,10673.63,10195.1
E02001578,E01007694,9496087.25,789,12035.6,11359.8
E02001578,E01007695,13603911.76,1047,12993.23,12087.25
E02001578,E01007697,7804612.75,702,11117.68,10552.94
E02001578,E01007698,8620047.06,660,13060.68,12548.04
E02001579,E01007816,8990077.45,653,13767.35,13211.76
E02001579,E01007817,8035559.8,650,12362.4,12070.1
E02001579,E01007819,10158618.63,637,15947.6,15325.49
E02001579,E01007820,9753134.31,826,11807.67,10709.31
E02001579,E01007821,9505559.8,691,13756.24,12398.04
E02001579,E01007822,9096247.06,836,10880.68,10056.86
E02001580,E01007796,5391639.22,537,10040.3,9666.67
E02001580,E01007797,6797846.08,578,11760.98,11865.69
E02001580,E01007798,9038444.12,698,12949.06,12228.92
E02001580,E01007799,8025871.57,614,13071.45,12506.37
E02001580,E01007800,10081627.45,792,12729.33,10990.69
E02001580,E01007818,10687479.41,688,15534.13,14404.9
E02001581,E01007777,9054291.18,764,11851.17,11208.82
E02001581,E01007793,7693063.73,660,11656.16,11357.35
E02001581,E01007794,4748528.43,324,14655.95,14213.73
E02001581,E01007795,7827020.59,646,12116.13,11481.37
E02001582,E01007778,9030624.51,602,15001.04,14772.55
E02001582,E01007779,9426592.16,872,10810.31,9929.9
E02001582,E01007780,7749205.88,628,12339.5,11989.22
E02001582,E01007781,7582469.61,673,11266.67,11017.65
E02001582,E01007782,7121293.14,604,11790.22,11522.06
E02001583,E01007771,8272956.86,632,13090.12,12604.9
E02001583,E01007772,6729346.08,567,11868.34,10867.65
E02001583,E01007773,7846882.35,666,11782.11,11402.94
E02001583,E01007774,6930200.98,614,11286.97,11062.75
E02001584,E01007696,9488976.47,572,16589.12,15000.98
E02001584,E01007801,9726500.98,628,15488.06,14879.9
E02001584,E01007802,8149374.51,585,13930.55,12875.49
E02001584,E01007803,7394815.69,548,13494.19,12730.39
E02001584,E01007808,6897432.35,585,11790.48,11141.18
E02001585,E01007775,5722350.98,561,10200.27,9912.75
E02001585,E01007776,7274115.69,671,10840.71,10064.71
E02001585,E01007783,9056473.53,827,10951,9876.47
E02001585,E01007784,10286080.39,920,11180.52,8900
E02001586,E01007728,7733406.86,561,13785.04,12687.25
E02001586,E01007729,6557466.67,864,7589.66,6961.27
E02001586,E01007730,6811211.76,734,9279.58,9345.59
E02001586,E01007731,7664833.33,586,13079.92,11554.9
E02001586,E01007732,6590129.41,780,8448.88,8308.33
E02001586,E01007733,6581968.63,647,10173.06,9774.51
E02001587,E01007719,5902652.94,546,10810.72,10260.29
E02001587,E01007720,9728939.22,656,14830.7,13542.16
E02001587,E01007721,8108324.51,756,10725.3,9955.39
E02001587,E01007727,6044237.25,609,9924.86,9798.04
E02001588,E01007740,6807900.98,623,10927.61,10750
E02001588,E01007804,6665302.94,668,9978,9708.82
E02001588,E01007805,6645470.59,667,9963.22,9436.27
E02001588,E01007806,5773500.98,548,10535.59,10358.33
E02001588,E01007807,7699274.51,645,11936.86,11714.71
E02001589,E01007681,7710869.61,581,13271.72,13150
E02001589,E01007691,12941074.51,858,15082.84,14170.59
E02001589,E01007692,10646375.49,726,14664.43,13115.69
E02001589,E01032926,7770539.22,564,13777.55,13516.18
E02001589,E01032927,7428528.43,646,11499.27,10961.27
E02001590,E01007723,7182218.63,627,11454.89,11067.65
E02001590,E01007735,6048067.65,589,10268.37,9614.71
